,HMDB_ID,Metabolite,Gene,Database,Evidence
737,HMDB0056129,DG(24:0/0:0/18:4n3),Slc27a1,HMDB,HMDB
738,HMDB0056130,DG(24:0/0:0/20:4n3),Slc27a1,HMDB,HMDB
739,HMDB0056131,DG(24:0/0:0/20:5n3),Slc27a1,HMDB,HMDB
740,HMDB0056132,DG(24:0/0:0/22:5n3),Slc27a1,HMDB,HMDB
741,HMDB0056133,DG(24:0/0:0/22:6n3),Slc27a1,HMDB,HMDB
742,HMDB0056134,DG(14:1n5/0:0/14:1n5),Slc27a1,HMDB,HMDB
743,HMDB0056135,DG(14:1n5/0:0/16:1n7),Slc27a1,HMDB,HMDB
744,HMDB0056136,DG(14:1n5/0:0/18:1n7),Slc27a1,HMDB,HMDB
745,HMDB0056137,DG(14:1n5/0:0/18:1n9),Slc27a1,HMDB,HMDB
746,HMDB0056138,DG(14:1n5/0:0/20:1n9),Slc27a1,HMDB,HMDB
747,HMDB0056139,DG(14:1n5/0:0/20:3n9),Slc27a1,HMDB,HMDB
748,HMDB0056140,DG(14:1n5/0:0/22:1n9),Slc27a1,HMDB,HMDB
749,HMDB0056141,DG(14:1n5/0:0/24:1n9),Slc27a1,HMDB,HMDB
750,HMDB0056142,DG(14:1n5/0:0/18:2n6),Slc27a1,HMDB,HMDB
751,HMDB0056143,DG(14:1n5/0:0/18:3n6),Slc27a1,HMDB,HMDB
752,HMDB0056144,DG(14:1n5/0:0/20:2n6),Slc27a1,HMDB,HMDB
753,HMDB0056145,DG(14:1n5/0:0/20:3n6),Slc27a1,HMDB,HMDB
754,HMDB0056146,DG(14:1n5/0:0/20:4n6),Slc27a1,HMDB,HMDB
755,HMDB0056147,DG(14:1n5/0:0/22:2n6),Slc27a1,HMDB,HMDB
756,HMDB0056148,DG(14:1n5/0:0/22:4n6),Slc27a1,HMDB,HMDB
757,HMDB0056149,DG(14:1n5/0:0/22:5n6),Slc27a1,HMDB,HMDB
758,HMDB0056150,DG(14:1n5/0:0/18:3n3),Slc27a1,HMDB,HMDB
759,HMDB0056151,DG(14:1n5/0:0/18:4n3),Slc27a1,HMDB,HMDB
760,HMDB0056152,DG(14:1n5/0:0/20:4n3),Slc27a1,HMDB,HMDB
761,HMDB0056153,DG(14:1n5/0:0/20:5n3),Slc27a1,HMDB,HMDB
762,HMDB0056154,DG(14:1n5/0:0/22:5n3),Slc27a1,HMDB,HMDB
763,HMDB0056155,DG(14:1n5/0:0/22:6n3),Slc27a1,HMDB,HMDB
764,HMDB0056156,DG(16:1n7/0:0/16:1n7),Slc27a1,HMDB,HMDB
765,HMDB0056157,DG(16:1n7/0:0/18:1n7),Slc27a1,HMDB,HMDB
766,HMDB0056158,DG(16:1n7/0:0/18:1n9),Slc27a1,HMDB,HMDB
767,HMDB0056159,DG(16:1n7/0:0/20:1n9),Slc27a1,HMDB,HMDB
768,HMDB0056160,DG(16:1n7/0:0/20:3n9),Slc27a1,HMDB,HMDB
769,HMDB0056161,DG(16:1n7/0:0/22:1n9),Slc27a1,HMDB,HMDB
770,HMDB0056162,DG(16:1n7/0:0/24:1n9),Slc27a1,HMDB,HMDB
771,HMDB0056163,DG(16:1n7/0:0/18:2n6),Slc27a1,HMDB,HMDB
772,HMDB0056164,DG(16:1n7/0:0/18:3n6),Slc27a1,HMDB,HMDB
773,HMDB0056165,DG(16:1n7/0:0/20:2n6),Slc27a1,HMDB,HMDB
774,HMDB0056166,DG(16:1n7/0:0/20:3n6),Slc27a1,HMDB,HMDB
775,HMDB0056167,DG(16:1n7/0:0/20:4n6),Slc27a1,HMDB,HMDB
776,HMDB0056168,DG(16:1n7/0:0/22:2n6),Slc27a1,HMDB,HMDB
777,HMDB0056169,DG(16:1n7/0:0/22:4n6),Slc27a1,HMDB,HMDB
778,HMDB0056170,DG(16:1n7/0:0/22:5n6),Slc27a1,HMDB,HMDB
779,HMDB0056171,DG(16:1n7/0:0/18:3n3),Slc27a1,HMDB,HMDB
780,HMDB0056172,DG(16:1n7/0:0/18:4n3),Slc27a1,HMDB,HMDB
781,HMDB0056173,DG(16:1n7/0:0/20:4n3),Slc27a1,HMDB,HMDB
782,HMDB0056174,DG(16:1n7/0:0/20:5n3),Slc27a1,HMDB,HMDB
783,HMDB0056175,DG(16:1n7/0:0/22:5n3),Slc27a1,HMDB,HMDB
784,HMDB0056176,DG(16:1n7/0:0/22:6n3),Slc27a1,HMDB,HMDB
785,HMDB0056177,DG(18:1n7/0:0/18:1n7),Slc27a1,HMDB,HMDB
786,HMDB0056178,DG(18:1n7/0:0/18:1n9),Slc27a1,HMDB,HMDB
787,HMDB0056179,DG(18:1n7/0:0/20:1n9),Slc27a1,HMDB,HMDB
788,HMDB0056180,DG(18:1n7/0:0/20:3n9),Slc27a1,HMDB,HMDB
789,HMDB0056181,DG(18:1n7/0:0/22:1n9),Slc27a1,HMDB,HMDB
790,HMDB0056182,DG(18:1n7/0:0/24:1n9),Slc27a1,HMDB,HMDB
791,HMDB0056183,DG(18:1n7/0:0/18:2n6),Slc27a1,HMDB,HMDB
792,HMDB0056184,DG(18:1n7/0:0/18:3n6),Slc27a1,HMDB,HMDB
793,HMDB0056185,DG(18:1n7/0:0/20:2n6),Slc27a1,HMDB,HMDB
794,HMDB0056186,DG(18:1n7/0:0/20:3n6),Slc27a1,HMDB,HMDB
795,HMDB0056187,DG(18:1n7/0:0/20:4n6),Slc27a1,HMDB,HMDB
796,HMDB0056188,DG(18:1n7/0:0/22:2n6),Slc27a1,HMDB,HMDB
797,HMDB0056189,DG(18:1n7/0:0/22:4n6),Slc27a1,HMDB,HMDB
798,HMDB0056190,DG(18:1n7/0:0/22:5n6),Slc27a1,HMDB,HMDB
799,HMDB0056191,DG(18:1n7/0:0/18:3n3),Slc27a1,HMDB,HMDB
800,HMDB0056192,DG(18:1n7/0:0/18:4n3),Slc27a1,HMDB,HMDB
801,HMDB0056193,DG(18:1n7/0:0/20:4n3),Slc27a1,HMDB,HMDB
802,HMDB0056194,DG(18:1n7/0:0/20:5n3),Slc27a1,HMDB,HMDB
803,HMDB0056195,DG(18:1n7/0:0/22:5n3),Slc27a1,HMDB,HMDB
804,HMDB0056196,DG(18:1n7/0:0/22:6n3),Slc27a1,HMDB,HMDB
805,HMDB0056197,DG(18:1n9/0:0/18:1n9),Slc27a1,HMDB,HMDB
806,HMDB0056198,DG(18:1n9/0:0/20:1n9),Slc27a1,HMDB,HMDB
807,HMDB0056199,DG(18:1n9/0:0/20:3n9),Slc27a1,HMDB,HMDB
808,HMDB0056200,DG(18:1n9/0:0/22:1n9),Slc27a1,HMDB,HMDB
809,HMDB0056201,DG(18:1n9/0:0/24:1n9),Slc27a1,HMDB,HMDB
810,HMDB0056202,DG(18:1n9/0:0/18:2n6),Slc27a1,HMDB,HMDB
811,HMDB0056203,DG(18:1n9/0:0/18:3n6),Slc27a1,HMDB,HMDB
812,HMDB0056204,DG(18:1n9/0:0/20:2n6),Slc27a1,HMDB,HMDB
813,HMDB0056205,DG(18:1n9/0:0/20:3n6),Slc27a1,HMDB,HMDB
814,HMDB0056206,DG(18:1n9/0:0/20:4n6),Slc27a1,HMDB,HMDB
815,HMDB0056207,DG(18:1n9/0:0/22:2n6),Slc27a1,HMDB,HMDB
816,HMDB0056208,DG(18:1n9/0:0/22:4n6),Slc27a1,HMDB,HMDB
817,HMDB0056209,DG(18:1n9/0:0/22:5n6),Slc27a1,HMDB,HMDB
818,HMDB0056210,DG(18:1n9/0:0/18:3n3),Slc27a1,HMDB,HMDB
819,HMDB0056211,DG(18:1n9/0:0/18:4n3),Slc27a1,HMDB,HMDB
820,HMDB0056212,DG(18:1n9/0:0/20:4n3),Slc27a1,HMDB,HMDB
821,HMDB0056213,DG(18:1n9/0:0/20:5n3),Slc27a1,HMDB,HMDB
822,HMDB0056214,DG(18:1n9/0:0/22:5n3),Slc27a1,HMDB,HMDB
823,HMDB0056215,DG(18:1n9/0:0/22:6n3),Slc27a1,HMDB,HMDB
824,HMDB0056216,DG(20:1n9/0:0/20:1n9),Slc27a1,HMDB,HMDB
825,HMDB0056217,DG(20:1n9/0:0/20:3n9),Slc27a1,HMDB,HMDB
826,HMDB0056218,DG(20:1n9/0:0/22:1n9),Slc27a1,HMDB,HMDB
827,HMDB0056219,DG(20:1n9/0:0/24:1n9),Slc27a1,HMDB,HMDB
828,HMDB0056220,DG(20:1n9/0:0/18:2n6),Slc27a1,HMDB,HMDB
829,HMDB0056221,DG(20:1n9/0:0/18:3n6),Slc27a1,HMDB,HMDB
830,HMDB0056222,DG(20:1n9/0:0/20:2n6),Slc27a1,HMDB,HMDB
831,HMDB0056223,DG(20:1n9/0:0/20:3n6),Slc27a1,HMDB,HMDB
832,HMDB0056224,DG(20:1n9/0:0/20:4n6),Slc27a1,HMDB,HMDB
833,HMDB0056225,DG(20:1n9/0:0/22:2n6),Slc27a1,HMDB,HMDB
834,HMDB0056226,DG(20:1n9/0:0/22:4n6),Slc27a1,HMDB,HMDB
835,HMDB0056227,DG(20:1n9/0:0/22:5n6),Slc27a1,HMDB,HMDB
836,HMDB0056228,DG(20:1n9/0:0/18:3n3),Slc27a1,HMDB,HMDB
837,HMDB0056229,DG(20:1n9/0:0/18:4n3),Slc27a1,HMDB,HMDB
838,HMDB0056230,DG(20:1n9/0:0/20:4n3),Slc27a1,HMDB,HMDB
839,HMDB0056231,DG(20:1n9/0:0/20:5n3),Slc27a1,HMDB,HMDB
840,HMDB0056232,DG(20:1n9/0:0/22:5n3),Slc27a1,HMDB,HMDB
841,HMDB0056233,DG(20:1n9/0:0/22:6n3),Slc27a1,HMDB,HMDB
842,HMDB0056234,DG(20:3n9/0:0/20:3n9),Slc27a1,HMDB,HMDB
843,HMDB0056235,DG(20:3n9/0:0/22:1n9),Slc27a1,HMDB,HMDB
844,HMDB0056236,DG(20:3n9/0:0/24:1n9),Slc27a1,HMDB,HMDB
845,HMDB0056237,DG(20:3n9/0:0/18:2n6),Slc27a1,HMDB,HMDB
846,HMDB0056238,DG(20:3n9/0:0/18:3n6),Slc27a1,HMDB,HMDB
847,HMDB0056239,DG(20:3n9/0:0/20:2n6),Slc27a1,HMDB,HMDB
848,HMDB0056240,DG(20:3n9/0:0/20:3n6),Slc27a1,HMDB,HMDB
849,HMDB0056241,DG(20:3n9/0:0/20:4n6),Slc27a1,HMDB,HMDB
850,HMDB0056242,DG(20:3n9/0:0/22:2n6),Slc27a1,HMDB,HMDB
851,HMDB0056243,DG(20:3n9/0:0/22:4n6),Slc27a1,HMDB,HMDB
852,HMDB0056244,DG(20:3n9/0:0/22:5n6),Slc27a1,HMDB,HMDB
853,HMDB0056245,DG(20:3n9/0:0/18:3n3),Slc27a1,HMDB,HMDB
854,HMDB0056246,DG(20:3n9/0:0/18:4n3),Slc27a1,HMDB,HMDB
855,HMDB0056247,DG(20:3n9/0:0/20:4n3),Slc27a1,HMDB,HMDB
856,HMDB0056248,DG(20:3n9/0:0/20:5n3),Slc27a1,HMDB,HMDB
857,HMDB0056249,DG(20:3n9/0:0/22:5n3),Slc27a1,HMDB,HMDB
858,HMDB0056250,DG(20:3n9/0:0/22:6n3),Slc27a1,HMDB,HMDB
859,HMDB0056251,DG(22:1n9/0:0/22:1n9),Slc27a1,HMDB,HMDB
860,HMDB0056252,DG(22:1n9/0:0/24:1n9),Slc27a1,HMDB,HMDB
861,HMDB0056253,DG(22:1n9/0:0/18:2n6),Slc27a1,HMDB,HMDB
862,HMDB0056254,DG(22:1n9/0:0/18:3n6),Slc27a1,HMDB,HMDB
863,HMDB0056255,DG(22:1n9/0:0/20:2n6),Slc27a1,HMDB,HMDB
864,HMDB0056256,DG(22:1n9/0:0/20:3n6),Slc27a1,HMDB,HMDB
865,HMDB0056257,DG(22:1n9/0:0/20:4n6),Slc27a1,HMDB,HMDB
866,HMDB0056258,DG(22:1n9/0:0/22:2n6),Slc27a1,HMDB,HMDB
867,HMDB0056259,DG(22:1n9/0:0/22:4n6),Slc27a1,HMDB,HMDB
868,HMDB0056260,DG(22:1n9/0:0/22:5n6),Slc27a1,HMDB,HMDB
869,HMDB0056261,DG(22:1n9/0:0/18:3n3),Slc27a1,HMDB,HMDB
870,HMDB0056262,DG(22:1n9/0:0/18:4n3),Slc27a1,HMDB,HMDB
871,HMDB0056263,DG(22:1n9/0:0/20:4n3),Slc27a1,HMDB,HMDB
872,HMDB0056264,DG(22:1n9/0:0/20:5n3),Slc27a1,HMDB,HMDB
873,HMDB0056265,DG(22:1n9/0:0/22:5n3),Slc27a1,HMDB,HMDB
874,HMDB0056266,DG(22:1n9/0:0/22:6n3),Slc27a1,HMDB,HMDB
875,HMDB0056267,DG(24:1n9/0:0/24:1n9),Slc27a1,HMDB,HMDB
876,HMDB0056268,DG(24:1n9/0:0/18:2n6),Slc27a1,HMDB,HMDB
877,HMDB0056269,DG(24:1n9/0:0/18:3n6),Slc27a1,HMDB,HMDB
878,HMDB0056270,DG(24:1n9/0:0/20:2n6),Slc27a1,HMDB,HMDB
879,HMDB0056271,DG(24:1n9/0:0/20:3n6),Slc27a1,HMDB,HMDB
880,HMDB0056272,DG(24:1n9/0:0/20:4n6),Slc27a1,HMDB,HMDB
881,HMDB0056273,DG(24:1n9/0:0/22:2n6),Slc27a1,HMDB,HMDB
882,HMDB0056274,DG(24:1n9/0:0/22:4n6),Slc27a1,HMDB,HMDB
883,HMDB0056275,DG(24:1n9/0:0/22:5n6),Slc27a1,HMDB,HMDB
884,HMDB0056276,DG(24:1n9/0:0/18:3n3),Slc27a1,HMDB,HMDB
885,HMDB0056277,DG(24:1n9/0:0/18:4n3),Slc27a1,HMDB,HMDB
886,HMDB0056278,DG(24:1n9/0:0/20:4n3),Slc27a1,HMDB,HMDB
887,HMDB0056279,DG(24:1n9/0:0/20:5n3),Slc27a1,HMDB,HMDB
888,HMDB0056280,DG(24:1n9/0:0/22:5n3),Slc27a1,HMDB,HMDB
889,HMDB0056281,DG(24:1n9/0:0/22:6n3),Slc27a1,HMDB,HMDB
890,HMDB0056282,DG(18:2n6/0:0/18:2n6),Slc27a1,HMDB,HMDB
891,HMDB0056283,DG(18:2n6/0:0/18:3n6),Slc27a1,HMDB,HMDB
892,HMDB0056284,DG(18:2n6/0:0/20:2n6),Slc27a1,HMDB,HMDB
893,HMDB0056285,DG(18:2n6/0:0/20:3n6),Slc27a1,HMDB,HMDB
894,HMDB0056286,DG(18:2n6/0:0/20:4n6),Slc27a1,HMDB,HMDB
895,HMDB0056287,DG(18:2n6/0:0/22:2n6),Slc27a1,HMDB,HMDB
896,HMDB0056288,DG(18:2n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
897,HMDB0056289,DG(18:2n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
898,HMDB0056290,DG(18:2n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
899,HMDB0056291,DG(18:2n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
900,HMDB0056292,DG(18:2n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
901,HMDB0056293,DG(18:2n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
902,HMDB0056294,DG(18:2n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
903,HMDB0056295,DG(18:2n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
904,HMDB0056296,DG(18:3n6/0:0/18:3n6),Slc27a1,HMDB,HMDB
905,HMDB0056297,DG(18:3n6/0:0/20:2n6),Slc27a1,HMDB,HMDB
906,HMDB0056298,DG(18:3n6/0:0/20:3n6),Slc27a1,HMDB,HMDB
907,HMDB0056299,DG(18:3n6/0:0/20:4n6),Slc27a1,HMDB,HMDB
908,HMDB0056300,DG(18:3n6/0:0/22:2n6),Slc27a1,HMDB,HMDB
909,HMDB0056301,DG(18:3n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
910,HMDB0056302,DG(18:3n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
911,HMDB0056303,DG(18:3n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
912,HMDB0056304,DG(18:3n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
913,HMDB0056305,DG(18:3n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
914,HMDB0056306,DG(18:3n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
915,HMDB0056307,DG(18:3n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
916,HMDB0056308,DG(18:3n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
917,HMDB0056309,DG(20:2n6/0:0/20:2n6),Slc27a1,HMDB,HMDB
918,HMDB0056310,DG(20:2n6/0:0/20:3n6),Slc27a1,HMDB,HMDB
919,HMDB0056311,DG(20:2n6/0:0/20:4n6),Slc27a1,HMDB,HMDB
920,HMDB0056312,DG(20:2n6/0:0/22:2n6),Slc27a1,HMDB,HMDB
921,HMDB0056313,DG(20:2n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
922,HMDB0056314,DG(20:2n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
923,HMDB0056315,DG(20:2n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
924,HMDB0056316,DG(20:2n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
925,HMDB0056317,DG(20:2n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
926,HMDB0056318,DG(20:2n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
927,HMDB0056319,DG(20:2n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
928,HMDB0056320,DG(20:2n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
929,HMDB0056321,DG(20:3n6/0:0/20:3n6),Slc27a1,HMDB,HMDB
930,HMDB0056322,DG(20:3n6/0:0/20:4n6),Slc27a1,HMDB,HMDB
931,HMDB0056323,DG(20:3n6/0:0/22:2n6),Slc27a1,HMDB,HMDB
932,HMDB0056324,DG(20:3n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
933,HMDB0056325,DG(20:3n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
934,HMDB0056326,DG(20:3n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
935,HMDB0056327,DG(20:3n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
936,HMDB0056328,DG(20:3n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
937,HMDB0056329,DG(20:3n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
938,HMDB0056330,DG(20:3n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
939,HMDB0056331,DG(20:3n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
940,HMDB0056332,DG(20:4n6/0:0/20:4n6),Slc27a1,HMDB,HMDB
941,HMDB0056333,DG(20:4n6/0:0/22:2n6),Slc27a1,HMDB,HMDB
942,HMDB0056334,DG(20:4n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
943,HMDB0056335,DG(20:4n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
944,HMDB0056336,DG(20:4n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
945,HMDB0056337,DG(20:4n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
946,HMDB0056338,DG(20:4n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
947,HMDB0056339,DG(20:4n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
948,HMDB0056340,DG(20:4n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
949,HMDB0056341,DG(20:4n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
950,HMDB0056342,DG(22:2n6/0:0/22:2n6),Slc27a1,HMDB,HMDB
951,HMDB0056343,DG(22:2n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
952,HMDB0056344,DG(22:2n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
953,HMDB0056345,DG(22:2n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
954,HMDB0056346,DG(22:2n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
955,HMDB0056347,DG(22:2n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
956,HMDB0056348,DG(22:2n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
957,HMDB0056349,DG(22:2n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
958,HMDB0056350,DG(22:2n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
959,HMDB0056351,DG(22:4n6/0:0/22:4n6),Slc27a1,HMDB,HMDB
960,HMDB0056352,DG(22:4n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
961,HMDB0056353,DG(22:4n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
962,HMDB0056354,DG(22:4n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
963,HMDB0056355,DG(22:4n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
964,HMDB0056356,DG(22:4n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
965,HMDB0056357,DG(22:4n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
966,HMDB0056358,DG(22:4n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
967,HMDB0056359,DG(22:5n6/0:0/22:5n6),Slc27a1,HMDB,HMDB
968,HMDB0056360,DG(22:5n6/0:0/18:3n3),Slc27a1,HMDB,HMDB
969,HMDB0056361,DG(22:5n6/0:0/18:4n3),Slc27a1,HMDB,HMDB
970,HMDB0056362,DG(22:5n6/0:0/20:4n3),Slc27a1,HMDB,HMDB
971,HMDB0056363,DG(22:5n6/0:0/20:5n3),Slc27a1,HMDB,HMDB
972,HMDB0056364,DG(22:5n6/0:0/22:5n3),Slc27a1,HMDB,HMDB
973,HMDB0056365,DG(22:5n6/0:0/22:6n3),Slc27a1,HMDB,HMDB
974,HMDB0056366,DG(18:3n3/0:0/18:3n3),Slc27a1,HMDB,HMDB
975,HMDB0056367,DG(18:3n3/0:0/18:4n3),Slc27a1,HMDB,HMDB
976,HMDB0056368,DG(18:3n3/0:0/20:4n3),Slc27a1,HMDB,HMDB
977,HMDB0056369,DG(18:3n3/0:0/20:5n3),Slc27a1,HMDB,HMDB
978,HMDB0056370,DG(18:3n3/0:0/22:5n3),Slc27a1,HMDB,HMDB
979,HMDB0056371,DG(18:3n3/0:0/22:6n3),Slc27a1,HMDB,HMDB
980,HMDB0056372,DG(18:4n3/0:0/18:4n3),Slc27a1,HMDB,HMDB
981,HMDB0056373,DG(18:4n3/0:0/20:4n3),Slc27a1,HMDB,HMDB
982,HMDB0056374,DG(18:4n3/0:0/20:5n3),Slc27a1,HMDB,HMDB
983,HMDB0056375,DG(18:4n3/0:0/22:5n3),Slc27a1,HMDB,HMDB
984,HMDB0056376,DG(18:4n3/0:0/22:6n3),Slc27a1,HMDB,HMDB
985,HMDB0056377,DG(20:4n3/0:0/20:4n3),Slc27a1,HMDB,HMDB
986,HMDB0056378,DG(20:4n3/0:0/20:5n3),Slc27a1,HMDB,HMDB
987,HMDB0056379,DG(20:4n3/0:0/22:5n3),Slc27a1,HMDB,HMDB
988,HMDB0056380,DG(20:4n3/0:0/22:6n3),Slc27a1,HMDB,HMDB
989,HMDB0056381,DG(20:5n3/0:0/20:5n3),Slc27a1,HMDB,HMDB
990,HMDB0056382,DG(20:5n3/0:0/22:5n3),Slc27a1,HMDB,HMDB
991,HMDB0056383,DG(20:5n3/0:0/22:6n3),Slc27a1,HMDB,HMDB
992,HMDB0056384,DG(22:5n3/0:0/22:5n3),Slc27a1,HMDB,HMDB
993,HMDB0056385,DG(22:5n3/0:0/22:6n3),Slc27a1,HMDB,HMDB
994,HMDB0056386,DG(22:6n3/0:0/22:6n3),Slc27a1,HMDB,HMDB
995,HMDB0240465,4-Methylumbelliferone sulfate,Abcg3,HMDB,HMDB
996,HMDB0244744,Phorbol 12-myristate 13-acetate,Slc22a6,HMDB,HMDB
997,HMDB0249206,Bile acid,Slc10a1 / Slc51a / Slc51b,HMDB / RESOLUTE,HMDB / RESOLUTE
998,HMDB0250986,Deltorphin,Slco3a1,HMDB,HMDB
999,HMDB0250987,Deltorphin II,Slco3a1,HMDB,HMDB
1000,HMDB0251363,Dilazep,Slc29a1,HMDB,HMDB
1001,HMDB0251382,Dimethylamino,Slc22a1 / Slc22a2,HMDB,HMDB
1002,HMDB0251547,"2,3-Dimercapto-1-propanesulfonic acid",Slc22a6,HMDB,HMDB
1003,HMDB0251697,Edaravone,Slc22a6,HMDB,HMDB
1004,HMDB0251994,Calcium ionophore,Slc22a6,HMDB,HMDB
1005,HMDB0256449,Pheophorbide a,Abcg3,HMDB,HMDB
1006,HMDB0259261,Tripeptide,Slc15a1,HMDB,HMDB
1007,Unknown,Chloride/bicarbonate anion exchange,Slc4a1 / Slc4a2 / Slc4a3 / Slc4a9,TransportDB,TransportDB
1008,Unknown,Sodium/calcium/potassium exchange,Slc24a1 / Slc24a2 / Slc24a3 / Slc24a4 / Slc24a5,TransportDB,TransportDB
1009,Unknown,Sodium/calcium exchange,Slc8a1 / Slc8a2 / Slc8a3,TransportDB,TransportDB
1010,Unknown,Chloride,Clcn1 / Clcn2 / Clcn3 / Clcn4 / Clcn5 / Clcnkb / Slc12a3,RESOLUTE / TransportDB,RESOLUTE / TransportDB
1011,Unknown,Sodium/nucleoside symport,Slc28a1 / Slc28a2,TransportDB,TransportDB
1012,Unknown,Sodium/hydrogen exchange,Slc9a1 / Slc9a2 / Slc9a3 / Slc9a4 / Slc9a5,TransportDB,TransportDB
1013,Unknown,Nucleoside,Slc29a4,TransportDB,TransportDB
1014,Unknown,Neurotransmitter,Slc6a17 / Slc6a18 / Slc6a5 / Slc6a7 / Slc6a9,TransportDB,TransportDB
1015,Unknown,Sodium-dependent phosphate transport,Slc34a1 / Slc34a2 / Slc34a3,TransportDB,TransportDB
1016,Unknown,Anion exchange,Slc26a1 / Slc26a11 / Slc26a2 / Slc26a3 / Slc26a4 / Slc26a5 / Slc26a6 / Slc26a7 / Slc26a8 / Slc26a9,TransportDB,TransportDB
1017,Unknown,Calcium release-activated calcium transport,Orai1 / Orai2 / Orai3,TransportDB,TransportDB
1018,Unknown,Amiloride-sensitive sodium transport,Scnn1a / Scnn1b / Scnn1g,TransportDB,TransportDB
1019,Unknown,Myoinositol,Slc2a13 / Slc5a11,RESOLUTE,RESOLUTE
1020,Unknown,Borate,Slc4a11,RESOLUTE,RESOLUTE
1021,Unknown,Sodium/D-Glucose cotransport,Slc5a2,RESOLUTE,RESOLUTE
1022,Unknown,Sulfate,Slc13a1 / Slc13a4,RESOLUTE,RESOLUTE
1023,Unknown,Selenate,Slc13a1,RESOLUTE,RESOLUTE
1024,Unknown,Succinate,Slc13a2 / Slc13a3 / Slc16a5,RESOLUTE,RESOLUTE
1025,Unknown,Fumarate,Slc13a2 / Slc13a3,RESOLUTE,RESOLUTE
1026,Unknown,Malate,Slc13a2 / Slc13a3,RESOLUTE,RESOLUTE
1027,Unknown,Citrate,Slc13a2 / Slc13a3,RESOLUTE,RESOLUTE
1028,Unknown,ATP,Slc17a3,RESOLUTE,RESOLUTE
1029,Unknown,Propionyl-L-Carnitine,Slc22a8,RESOLUTE,RESOLUTE
1030,Unknown,Urate,Slc22a12,RESOLUTE,RESOLUTE
1031,Unknown,Vitamin C,Slc23a1 / Slc23a2,RESOLUTE,RESOLUTE
1032,Unknown,Long-chain fatty acid,Slc27a3 / Slc27a4 / Slc27a6,RESOLUTE,RESOLUTE
1033,Unknown,Nucleobases,Slc43a3,RESOLUTE,RESOLUTE
1034,Unknown,Organic cation,Slc47a1,RESOLUTE,RESOLUTE
1035,Unknown,Lysophosphatidylcholine,Mfsd2a,RESOLUTE,RESOLUTE
1036,Unknown,Ammonium,Rhag / Rhbg / Rhcg,RESOLUTE,RESOLUTE
