"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"LAMA5_DAG1","LAMA5_DAG1","LAMININ","Lama5","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - Dag1"
"LAMB1_DAG1","LAMB1_DAG1","LAMININ","Lamb1","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - Dag1"
"LAMB2_DAG1","LAMB2_DAG1","LAMININ","Lamb2","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - Dag1"
"LAMB3_DAG1","LAMB3_DAG1","LAMININ","Lamb3","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - Dag1"
"LAMC1_DAG1","LAMC1_DAG1","LAMININ","Lamc1","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - Dag1"
"LAMC2_DAG1","LAMC2_DAG1","LAMININ","Lamc2","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc2  - Dag1"
"LAMC3_DAG1","LAMC3_DAG1","LAMININ","Lamc3","Dag1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - Dag1"
"ADGRE5_CD55B","ADGRE5_CD55B","ADGRE5","Adgre5","Cd55b","","","","","PMID: 11297558","Cell-Cell Contact","Adgre5  - Cd55b"
"ALCAM_CD6","ALCAM_CD6","ALCAM","Alcam","Cd6","","","","","KEGG: mmu04514","Cell-Cell Contact","Alcam  - Cd6"
"ANXA1_FPR2_LXA4","ANXA1_FPR2_LXA4","ANXA1","Anxa1","FPR2_LXA4","","","","","PMID: 22610094","Cell-Cell Contact","Anxa1  - (Fpr2+Lxa4)"
"APP_CD74","APP_CD74","APP","App","Cd74","","","","","PMID: 19849849","Cell-Cell Contact","App  - Cd74"
"BST2_PIRA2","BST2_PIRA2","BST2","Bst2","Pira2","","","","","PMID: 19564354","Cell-Cell Contact","Bst2  - Pira2"
"CADM1_CADM1","CADM1_CADM1","CADM","Cadm1","Cadm1","","","","","PMID: 24503895","Cell-Cell Contact","Cadm1  - Cadm1"
"CADM3_CADM3","CADM3_CADM3","CADM","Cadm3","Cadm3","","","","","KEGG: mmu04514","Cell-Cell Contact","Cadm3  - Cadm3"
"CD1D2_PIRA2","CD1D2_PIRA2","CD1D2","Cd1d2","Pira2","","","","","PMID: 19124746","Cell-Cell Contact","Cd1d2  - Pira2"
"CD200_CD200R1","CD200_CD200R1","CD200","Cd200","Cd200r1","","","","","PMID: 15187158","Cell-Cell Contact","Cd200  - Cd200r1"
"CD200_CD200R2","CD200_CD200R2","CD200","Cd200","Cd200r2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd200  - Cd200r2"
"CD200_CD200R3","CD200_CD200R3","CD200","Cd200","Cd200r3","","","","","PMID: 22020332","Cell-Cell Contact","Cd200  - Cd200r3"
"CD200_CD200R4","CD200_CD200R4","CD200","Cd200","Cd200r4","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd200  - Cd200r4"
"CD22_PTPRC","CD22_PTPRC","CD22","Cd22","Ptprc","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd22  - Ptprc"
"CD226_NECTIN2","CD226_NECTIN2","CD226","Cd226","Nectin2","","","","","PMID: 24440149","Cell-Cell Contact","Cd226  - Nectin2"
"CD226_PVR","CD226_PVR","CD226","Cd226","Pvr","","","","","PMID: 24440149","Cell-Cell Contact","Cd226  - Pvr"
"FCER2A_ITGAM_ITGB2","FCER2A_ITGAM_ITGB2","CD23","Fcer2a","ITGAM_ITGB2","","","","","PMID: 7621072","Cell-Cell Contact","Fcer2a  - (Itgam+Itgb2)"
"FCER2A_ITGAX_ITGB2","FCER2A_ITGAX_ITGB2","CD23","Fcer2a","ITGAX_ITGB2","","","","","PMID: 7621072","Cell-Cell Contact","Fcer2a  - (Itgax+Itgb2)"
"FCER2A_ITGAV_ITGB3","FCER2A_ITGAV_ITGB3","CD23","Fcer2a","ITGAV_ITGB3","","","","","PMID: 10037797","Cell-Cell Contact","Fcer2a  - (Itgav+Itgb3)"
"FCER2A_CR2","FCER2A_CR2","CD23","Fcer2a","Cr2","","","","","PMID: 16785534","Cell-Cell Contact","Fcer2a  - Cr2"
"CD34_SELP","CD34_SELP","CD34","Cd34","Selp","","","","","PMID: 18606703","Cell-Cell Contact","Cd34  - Selp"
"ENTPD1_ADORA1","ENTPD1_ADORA1","CD39","Entpd1","Adora1","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Adora1"
"ENTPD1_ADORA2A","ENTPD1_ADORA2A","CD39","Entpd1","Adora2a","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Adora2a"
"ENTPD1_ADORA2B","ENTPD1_ADORA2B","CD39","Entpd1","Adora2b","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Adora2b"
"ENTPD1_TMIGD3","ENTPD1_TMIGD3","CD39","Entpd1","Tmigd3","","","","","PMID: 21677139","Cell-Cell Contact","Entpd1  - Tmigd3"
"CD40LG_CD40","CD40LG_CD40","CD40","Cd40lg","Cd40","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd40lg  - Cd40"
"PTPRC_CD22","PTPRC_CD22","CD45","Ptprc","Cd22","","","","","PMID: 12115612","Cell-Cell Contact","Ptprc  - Cd22"
"PTPRC_MRC1","PTPRC_MRC1","CD45","Ptprc","Mrc1","","","","","PMID: 27601670; PMID: 10575006","Cell-Cell Contact","Ptprc  - Mrc1"
"CD46_JAG1","CD46_JAG1","CD46","Cd46","Jag1","","","","","PMID: 23086448","Cell-Cell Contact","Cd46  - Jag1"
"CD48_CD244A","CD48_CD244A","CD48","Cd48","Cd244a","","","","","PMID: 26697006","Cell-Cell Contact","Cd48  - Cd244a"
"CD52_SIGLECG","CD52_SIGLECG","CD52","Cd52","Siglecg","","","","","PMID: 23685786","Cell-Cell Contact","Cd52  - Siglecg"
"CD6_ALCAM","CD6_ALCAM","CD6","Cd6","Alcam","","","","","PMID: 23602662","Cell-Cell Contact","Cd6  - Alcam"
"CD80_CD274","CD80_CD274","CD80","Cd80","Cd274","","","","","PMID: 17629517; PMID: 18585785","Cell-Cell Contact","Cd80  - Cd274"
"CD80_CD28","CD80_CD28","CD80","Cd80","Cd28","","","","","PMID: 23954143","Cell-Cell Contact","Cd80  - Cd28"
"CD80_CTLA4","CD80_CTLA4","CD80","Cd80","Ctla4","","","","","PMID: 23954143","Cell-Cell Contact","Cd80  - Ctla4"
"CD86_CD28","CD86_CD28","CD86","Cd86","Cd28","","","","","PMID: 23954143","Cell-Cell Contact","Cd86  - Cd28"
"CD86_CTLA4","CD86_CTLA4","CD86","Cd86","Ctla4","","","","","PMID: 23954143","Cell-Cell Contact","Cd86  - Ctla4"
"CD96_NECTIN1","CD96_NECTIN1","CD96","Cd96","Nectin1","","","","","PMID: 17971293","Cell-Cell Contact","Cd96  - Nectin1"
"CD96_PVR","CD96_PVR","CD96","Cd96","Pvr","","","","","PMID: 15034010","Cell-Cell Contact","Cd96  - Pvr"
"CD99_PILRA","CD99_PILRA","CD99","Cd99","Pilra","","","","","PMID: 18234675","Cell-Cell Contact","Cd99  - Pilra"
"CD99_CD99","CD99_CD99","CD99","Cd99","Cd99","","","","","KEGG: mmu04514","Cell-Cell Contact","Cd99  - Cd99"
"CDH15_CDH15","CDH15_CDH15","CDH","Cdh15","Cdh15","","","","","KEGG: mmu04514","Cell-Cell Contact","Cdh15  - Cdh15"
"CDH4_CDH4","CDH4_CDH4","CDH","Cdh4","Cdh4","","","","","KEGG: mmu04514","Cell-Cell Contact","Cdh4  - Cdh4"
"CDH2_CDH2","CDH2_CDH2","CDH","Cdh2","Cdh2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cdh2  - Cdh2"
"CDH1_CDH1","CDH1_CDH1","CDH","Cdh1","Cdh1","","","","","KEGG: mmu04514","Cell-Cell Contact","Cdh1  - Cdh1"
"CDH1_ITGA1_ITGB1","CDH1_ITGA1_ITGB1","CDH1","Cdh1","ITGA2_ITGB1","","","","","PMID: 12392763","Cell-Cell Contact","Cdh1  - (Itga1+Itgb1)"
"CDH1_ITGAE_ITGB7","CDH1_ITGAE_ITGB7","CDH1","Cdh1","ITGAE_ITGB7","","","","","PMID: 9425167","Cell-Cell Contact","Cdh1  - (Itgae+Itgb7)"
"CDH1_KLRG1","CDH1_KLRG1","CDH1","Cdh1","Klrg1","","","","","PMID: 19604491","Cell-Cell Contact","Cdh1  - Klrg1"
"CDH5_CDH5","CDH5_CDH5","CDH5","Cdh5","Cdh5","","","","","KEGG: mmu04514","Cell-Cell Contact","Cdh5  - Cdh5"
"CD1D1_CEACAM5","CD1D1_CEACAM5","CEACAM","Cd1d1","Ceacam5","","","","","PMID: 24104458","Cell-Cell Contact","Cd1d1  - Ceacam5"
"CD209A_CEACAM1","CD209A_CEACAM1","CEACAM","Cd209a","Ceacam1","","","","","PMID: 16282604; PMID: 6246332","Cell-Cell Contact","Cd209a  - Ceacam1"
"CD8A_CEACAM5","CD8A_CEACAM5","CEACAM","Cd8a","Ceacam5","","","","","PMID: 24104458","Cell-Cell Contact","Cd8a  - Ceacam5"
"CEACAM1_CEACAM5","CEACAM1_CEACAM5","CEACAM","Ceacam1","Ceacam5","","","","","PMID: 11590190","Cell-Cell Contact","Ceacam1  - Ceacam5"
"SELE_CEACAM1","SELE_CEACAM1","CEACAM","Sele","Ceacam1","","","","","PMID: 1378450","Cell-Cell Contact","Sele  - Ceacam1"
"CLDN11_CLDN11","CLDN11_CLDN11","CLDN","Cldn11","Cldn11","","","","","KEGG: mmu04514","Cell-Cell Contact","Cldn11  - Cldn11"
"CLEC2D_KLRB1B","CLEC2D_KLRB1B","CLEC","Clec2d","Klrb1b","","","","","PMID: 24223577","Cell-Cell Contact","Clec2d  - Klrb1b"
"CLEC2G_KLRB1","CLEC2G_KLRB1","CLEC","Clec2g","Klrb1","","","","","PMID: 24223577","Cell-Cell Contact","Clec2g  - Klrb1"
"CLEC2H_KLRB1","CLEC2H_KLRB1","CLEC","Clec2h","Klrb1","","","","","PMID: 24223577","Cell-Cell Contact","Clec2h  - Klrb1"
"CLEC2I_KLRB1","CLEC2I_KLRB1","CLEC","Clec2i","Klrb1","","","","","PMID: 24223577","Cell-Cell Contact","Clec2i  - Klrb1"
"CLEC2F_KLRB1F","CLEC2F_KLRB1F","CLEC","Clec2f","Klrb1f","","","","","PMID: 24223577","Cell-Cell Contact","Clec2f  - Klrb1f"
"CLEC2G_KLRB1F","CLEC2G_KLRB1F","CLEC","Clec2g","Klrb1f","","","","","PMID: 24223577","Cell-Cell Contact","Clec2g  - Klrb1f"
"CLEC2I_KLRB1F","CLEC2I_KLRB1F","CLEC","Clec2i","Klrb1f","","","","","PMID: 24223577","Cell-Cell Contact","Clec2i  - Klrb1f"
"NFASC_CNTN1_CNTNAP1","NFASC_CNTN1_CNTNAP1","CNTN","Nfasc","CNTN1_CNTNAP1","","","","","KEGG: mmu04514","Cell-Cell Contact","Nfasc  - (Cntn1+Cntnap1)"
"CNTN2_CNTN2_CNTNAP2","CNTN2_CNTN2_CNTNAP2","CNTN","Cntn2","CNTN2_CNTNAP2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn2  - (Cntn2+Cntnap2)"
"CNTN2_L1CAM","CNTN2_L1CAM","CNTN","Cntn2","L1cam","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn2  - L1cam"
"CNTN2_CNTN2","CNTN2_CNTN2","CNTN","Cntn2","Cntn2","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn2  - Cntn2"
"CNTN1_NRCAM","CNTN1_NRCAM","CNTN","Cntn1","Nrcam","","","","","KEGG: mmu04514","Cell-Cell Contact","Cntn1  - Nrcam"
"CSPG4_ITGA2_ITGB1","CSPG4_ITGA2_ITGB1","CSPG4","Cspg4","ITGA3_ITGB1","","","","","PMID: 30213051","Cell-Cell Contact","Cspg4  - (Itga2+Itgb1)"
"DSC1_DSG1C","DSC1_DSG1C","DESMOSOME","Dsc1","Dsg1c","","","","","PMID: 27298358","Cell-Cell Contact","Dsc1  - Dsg1c"
"DSC1_DSG2","DSC1_DSG2","DESMOSOME","Dsc1","Dsg2","","","","","PMID: 27298358","Cell-Cell Contact","Dsc1  - Dsg2"
"DSC2_DSG1C","DSC2_DSG1C","DESMOSOME","Dsc2","Dsg1c","","","","","PMID: 27298358","Cell-Cell Contact","Dsc2  - Dsg1c"
"DSC2_DSG2","DSC2_DSG2","DESMOSOME","Dsc2","Dsg2","","","","","PMID: 27298358","Cell-Cell Contact","Dsc2  - Dsg2"
"DSG1C_DSC3","DSG1C_DSC3","DESMOSOME","Dsg1c","Dsc3","","","","","PMID: 27298358","Cell-Cell Contact","Dsg1c  - Dsc3"
"DSG2_DSC3","DSG2_DSC3","DESMOSOME","Dsg2","Dsc3","","","","","PMID: 27298358","Cell-Cell Contact","Dsg2  - Dsc3"
"EPGN_EGFR","EPGN_EGFR","EPGN","Epgn","Egfr","","","","","PMID: 27298358","Cell-Cell Contact","Epgn  - Egfr"
"EFNA1_EPHA1","EFNA1_EPHA1","EPHA","Efna1","Epha1","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha1"
"EFNA1_EPHA2","EFNA1_EPHA2","EPHA","Efna1","Epha2","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha2"
"EFNA1_EPHA3","EFNA1_EPHA3","EPHA","Efna1","Epha3","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha3"
"EFNA1_EPHA4","EFNA1_EPHA4","EPHA","Efna1","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha4"
"EFNA1_EPHA5","EFNA1_EPHA5","EPHA","Efna1","Epha5","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha5"
"EFNA1_EPHA7","EFNA1_EPHA7","EPHA","Efna1","Epha7","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha7"
"EFNA1_EPHA8","EFNA1_EPHA8","EPHA","Efna1","Epha8","","","","","PMID: 15114347","Cell-Cell Contact","Efna1  - Epha8"
"EFNA2_EPHA1","EFNA2_EPHA1","EPHA","Efna2","Epha1","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha1"
"EFNA2_EPHA2","EFNA2_EPHA2","EPHA","Efna2","Epha2","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha2"
"EFNA2_EPHA3","EFNA2_EPHA3","EPHA","Efna2","Epha3","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha3"
"EFNA2_EPHA4","EFNA2_EPHA4","EPHA","Efna2","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha4"
"EFNA2_EPHA5","EFNA2_EPHA5","EPHA","Efna2","Epha5","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha5"
"EFNA2_EPHA7","EFNA2_EPHA7","EPHA","Efna2","Epha7","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha7"
"EFNA2_EPHA8","EFNA2_EPHA8","EPHA","Efna2","Epha8","","","","","PMID: 15114347","Cell-Cell Contact","Efna2  - Epha8"
"EFNA3_EPHA1","EFNA3_EPHA1","EPHA","Efna3","Epha1","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha1"
"EFNA3_EPHA2","EFNA3_EPHA2","EPHA","Efna3","Epha2","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha2"
"EFNA3_EPHA3","EFNA3_EPHA3","EPHA","Efna3","Epha3","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha3"
"EFNA3_EPHA4","EFNA3_EPHA4","EPHA","Efna3","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha4"
"EFNA3_EPHA5","EFNA3_EPHA5","EPHA","Efna3","Epha5","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha5"
"EFNA3_EPHA7","EFNA3_EPHA7","EPHA","Efna3","Epha7","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha7"
"EFNA3_EPHA8","EFNA3_EPHA8","EPHA","Efna3","Epha8","","","","","PMID: 15114347","Cell-Cell Contact","Efna3  - Epha8"
"EFNA4_EPHA1","EFNA4_EPHA1","EPHA","Efna4","Epha1","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha1"
"EFNA4_EPHA2","EFNA4_EPHA2","EPHA","Efna4","Epha2","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha2"
"EFNA4_EPHA3","EFNA4_EPHA3","EPHA","Efna4","Epha3","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha3"
"EFNA4_EPHA4","EFNA4_EPHA4","EPHA","Efna4","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha4"
"EFNA4_EPHA5","EFNA4_EPHA5","EPHA","Efna4","Epha5","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha5"
"EFNA4_EPHA7","EFNA4_EPHA7","EPHA","Efna4","Epha7","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha7"
"EFNA4_EPHA8","EFNA4_EPHA8","EPHA","Efna4","Epha8","","","","","PMID: 15114347","Cell-Cell Contact","Efna4  - Epha8"
"EFNA5_EPHA1","EFNA5_EPHA1","EPHA","Efna5","Epha1","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha1"
"EFNA5_EPHA2","EFNA5_EPHA2","EPHA","Efna5","Epha2","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha2"
"EFNA5_EPHA3","EFNA5_EPHA3","EPHA","Efna5","Epha3","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha3"
"EFNA5_EPHA4","EFNA5_EPHA4","EPHA","Efna5","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha4"
"EFNA5_EPHA5","EFNA5_EPHA5","EPHA","Efna5","Epha5","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha5"
"EFNA5_EPHA7","EFNA5_EPHA7","EPHA","Efna5","Epha7","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha7"
"EFNA5_EPHA8","EFNA5_EPHA8","EPHA","Efna5","Epha8","","","","","PMID: 15114347","Cell-Cell Contact","Efna5  - Epha8"
"EFNA5_EPHB2","EFNA5_EPHB2","EPHA","Efna5","Ephb2","","","","","PMID:15107857; PMID: 15114347","Cell-Cell Contact","Efna5  - Ephb2"
"EFNB1_EPHA4","EFNB1_EPHA4","EPHB","Efnb1","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb1  - Epha4"
"EFNB1_EPHB1","EFNB1_EPHB1","EPHB","Efnb1","Ephb1","","","","","PMID: 15114347","Cell-Cell Contact","Efnb1  - Ephb1"
"EFNB1_EPHB2","EFNB1_EPHB2","EPHB","Efnb1","Ephb2","","","","","PMID: 15114347","Cell-Cell Contact","Efnb1  - Ephb2"
"EFNB1_EPHB3","EFNB1_EPHB3","EPHB","Efnb1","Ephb3","","","","","PMID: 15114347","Cell-Cell Contact","Efnb1  - Ephb3"
"EFNB1_EPHB4","EFNB1_EPHB4","EPHB","Efnb1","Ephb4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb1  - Ephb4"
"EFNB2_EPHA4","EFNB2_EPHA4","EPHB","Efnb2","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Epha4"
"EFNB2_EPHB1","EFNB2_EPHB1","EPHB","Efnb2","Ephb1","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Ephb1"
"EFNB2_EPHB2","EFNB2_EPHB2","EPHB","Efnb2","Ephb2","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Ephb2"
"EFNB2_EPHB3","EFNB2_EPHB3","EPHB","Efnb2","Ephb3","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Ephb3"
"EFNB2_EPHB4","EFNB2_EPHB4","EPHB","Efnb2","Ephb4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb2  - Ephb4"
"EFNB3_EPHA4","EFNB3_EPHA4","EPHB","Efnb3","Epha4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Epha4"
"EFNB3_EPHB1","EFNB3_EPHB1","EPHB","Efnb3","Ephb1","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb1"
"EFNB3_EPHB2","EFNB3_EPHB2","EPHB","Efnb3","Ephb2","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb2"
"EFNB3_EPHB3","EFNB3_EPHB3","EPHB","Efnb3","Ephb3","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb3"
"EFNB3_EPHB4","EFNB3_EPHB4","EPHB","Efnb3","Ephb4","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb4"
"EFNB3_EPHB6","EFNB3_EPHB6","EPHB","Efnb3","Ephb6","","","","","PMID: 15114347","Cell-Cell Contact","Efnb3  - Ephb6"
"ESAM_ESAM","ESAM_ESAM","ESAM","Esam","Esam","","","","","KEGG: mmu04514; PMID: 11279107","Cell-Cell Contact","Esam  - Esam"
"GP1BA_ITGAM_ITGB2","GP1BA_ITGAM_ITGB2","GP1BA","Gp1ba","ITGAM_ITGB2","","","","","PMC2194217","Cell-Cell Contact","Gp1ba  - (Itgam+Itgb2)"
"ICAM1_ITGAX_ITGB2","ICAM1_ITGAX_ITGB2","ICAM","Icam1","ITGAX_ITGB2","","","","","PMID: 16252253","Cell-Cell Contact","Icam1  - (Itgax+Itgb2)"
"ICAM1_ITGAL_ITGB2","ICAM1_ITGAL_ITGB2","ICAM","Icam1","ITGAL_ITGB2","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgal+Itgb2)"
"ICAM2_ITGAL_ITGB2","ICAM2_ITGAL_ITGB2","ICAM","Icam2","ITGAL_ITGB2","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam2  - (Itgal+Itgb2)"
"ICAM1_ITGAM_ITGB2","ICAM1_ITGAM_ITGB2","ICAM","Icam1","ITGAM_ITGB2","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgam+Itgb2)"
"ICAM2_ITGAM_ITGB2","ICAM2_ITGAM_ITGB2","ICAM","Icam2","ITGAM_ITGB2","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam2  - (Itgam+Itgb2)"
"ICAM1_ITGAL_ITGB2L","ICAM1_ITGAL_ITGB2L","ICAM","Icam1","ITGAL_ITGB2L","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgal+Itgb2l)"
"ICAM2_ITGAL_ITGB2L","ICAM2_ITGAL_ITGB2L","ICAM","Icam2","ITGAL_ITGB2L","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam2  - (Itgal+Itgb2l)"
"ICAM1_ITGAM_ITGB2L","ICAM1_ITGAM_ITGB2L","ICAM","Icam1","ITGAM_ITGB2L","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam1  - (Itgam+Itgb2l)"
"ICAM2_ITGAM_ITGB2L","ICAM2_ITGAM_ITGB2L","ICAM","Icam2","ITGAM_ITGB2L","","","","","KEGG: mmu04514","Cell-Cell Contact","Icam2  - (Itgam+Itgb2l)"
"ICAM1_ITGAL","ICAM1_ITGAL","ICAM","Icam1","Itgal","","","","","PMID: 23602662","Cell-Cell Contact","Icam1  - Itgal"
"ICAM1_SPN","ICAM1_SPN","ICAM","Icam1","Spn","","","","","PMID: 1683685","Cell-Cell Contact","Icam1  - Spn"
"ICAM5_CD209A","ICAM5_CD209A","ICAM","Icam5","Cd209a","","","","","PMID: 15795245","Cell-Cell Contact","Icam5  - Cd209a"
"ICAM5_CD209F","ICAM5_CD209F","ICAM","Icam5","Cd209f","","","","","PMID: 15795245","Cell-Cell Contact","Icam5  - Cd209f"
"ICOSL_ICOS","ICOSL_ICOS","ICOS","Icosl","Icos","","","","","PMID: 23954143","Cell-Cell Contact","Icosl  - Icos"
"ICOSL_CD28","ICOSL_CD28","ICOS","Icosl","Cd28","","","","","KEGG: mmu04514","Cell-Cell Contact","Icosl  - Cd28"
"ICOSL_CTLA4","ICOSL_CTLA4","ICOS","Icosl","Ctla4","","","","","KEGG: mmu04514","Cell-Cell Contact","Icosl  - Ctla4"
"ITGB2_CD226","ITGB2_CD226","ITGAL-ITGB2","ITGAL_ITGB2","Cd226","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2  - Cd226"
"ITGB2_ICAM1","ITGB2_ICAM1","ITGAL-ITGB2","ITGAL_ITGB2","Icam1","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2  - Icam1"
"ITGB2_ICAM2","ITGB2_ICAM2","ITGAL-ITGB2","ITGAL_ITGB2","Icam2","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2  - Icam2"
"ITGB2L_CD226","ITGB2L_CD226","ITGAL-ITGB2","ITGAL_ITGB2L","Cd226","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2l  - Cd226"
"ITGB2L_ICAM1","ITGB2L_ICAM1","ITGAL-ITGB2","ITGAL_ITGB2L","Icam1","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2l  - Icam1"
"ITGB2L_ICAM2","ITGB2L_ICAM2","ITGAL-ITGB2","ITGAL_ITGB2L","Icam2","","","","","KEGG: mmu04514","Cell-Cell Contact","Itgb2l  - Icam2"
"JAM2_ITGA3_ITGB1","JAM2_ITGA3_ITGB1","JAM","Jam2","ITGA3_ITGB1","","","","","PMID: 12070135","Cell-Cell Contact","Jam2  - (Itga3+Itgb1)"
"JAM2_ITGAV_ITGB1","JAM2_ITGAV_ITGB1","JAM","Jam2","ITGAV_ITGB1","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam2  - (Itgav+Itgb1)"
"JAM3_ITGAM_ITGB2","JAM3_ITGAM_ITGB2","JAM","Jam3","ITGAM_ITGB2","","","","","KEGG: mmu04514; PMID: 16118203, PMC2194005","Cell-Cell Contact","Jam3  - (Itgam+Itgb2)"
"JAM1_ITGAL_ITGB2","JAM1_ITGAL_ITGB2","JAM","F11r","ITGAL_ITGB2","","","","","PMID: 11812992","Cell-Cell Contact","Jam1  - (Itgal+Itgb2)"
"JAM3_ITGAM_ITGB2L","JAM3_ITGAM_ITGB2L","JAM","Jam3","ITGAM_ITGB2L","","","","","KEGG: mmu04514; ","Cell-Cell Contact","Jam3  - (Itgam+Itgb2l)"
"JAM2_JAM3","JAM2_JAM3","JAM","Jam2","Jam3","","","","","PMC1237098;  PMID: 11590146","Cell-Cell Contact","Jam2  - Jam3"
"F11R_F11R","F11R_F11R","JAM","F11r","F11r","","","","","KEGG: mmu04514","Cell-Cell Contact","F11r  - F11r"
"F11R_JAM2","F11R_JAM2","JAM","F11r","Jam2","","","","","KEGG: mmu04514","Cell-Cell Contact","F11r  - Jam2"
"F11R_JAM3","F11R_JAM3","JAM","F11r","Jam3","","","","","KEGG: mmu04514","Cell-Cell Contact","F11r  - Jam3"
"JAM2_F11R","JAM2_F11R","JAM","Jam2","F11r","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam2  - F11r"
"JAM2_JAM2","JAM2_JAM2","JAM","Jam2","Jam2","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam2  - Jam2"
"JAM3_F11R","JAM3_F11R","JAM","Jam3","F11r","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam3  - F11r"
"JAM3_JAM2","JAM3_JAM2","JAM","Jam3","Jam2","","","","","KEGG: mmu04514","Cell-Cell Contact","Jam3  - Jam2"
