"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"Glutamate-Glu-SLC1A3_GLS2_GRIN1_GRIN2D","Glutamate-Glu-SLC1A3_GLS2_GRIN1_GRIN2D","Glutamate","Glu-SLC1A3_GLS2","GRIN1_GRIN2D","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A3+GLS2) - (GRIN1+GRIN2D)",TRUE,"GLS2, SLC1A3","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Transmembrane, Chloride, Amino-acid transport, Potassium, Symport, Glycoprotein, Disease variant, Sodium, Metal-binding, Transmembrane helix, Phosphoprotein, Cell membrane, Transport","",TRUE,"GRIN1, GRIN2D","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Methylation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIK1_GRIK4","Glutamate-Glu-SLC1A6_GLS2_GRIK1_GRIK4","Glutamate","Glu-SLC1A6_GLS2","GRIK1_GRIK4","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIK1+GRIK4)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIK1, GRIK4","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIK2_GRIK4","Glutamate-Glu-SLC1A6_GLS2_GRIK2_GRIK4","Glutamate","Glu-SLC1A6_GLS2","GRIK2_GRIK4","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIK2+GRIK4)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIK2, GRIK4","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, 3D-structure, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIK3_GRIK4","Glutamate-Glu-SLC1A6_GLS2_GRIK3_GRIK4","Glutamate","Glu-SLC1A6_GLS2","GRIK3_GRIK4","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIK3+GRIK4)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIK3, GRIK4","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIK1_GRIK5","Glutamate-Glu-SLC1A6_GLS2_GRIK1_GRIK5","Glutamate","Glu-SLC1A6_GLS2","GRIK1_GRIK5","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIK1+GRIK5)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIK5, GRIK1","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, RNA editing, Phosphoprotein, 3D-structure","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIK2_GRIK5","Glutamate-Glu-SLC1A6_GLS2_GRIK2_GRIK5","Glutamate","Glu-SLC1A6_GLS2","GRIK2_GRIK5","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIK2+GRIK5)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIK5, GRIK2","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Intellectual disability, RNA editing, Disease variant, Epilepsy, Phosphoprotein, Isopeptide bond, 3D-structure, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIK3_GRIK5","Glutamate-Glu-SLC1A6_GLS2_GRIK3_GRIK5","Glutamate","Glu-SLC1A6_GLS2","GRIK3_GRIK5","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIK3+GRIK5)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIK3, GRIK5","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2A","Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2A","Glutamate","Glu-SLC1A6_GLS2","GRIN1_GRIN2A","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIN1+GRIN2A)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIN1, GRIN2A","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2B","Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2B","Glutamate","Glu-SLC1A6_GLS2","GRIN1_GRIN2B","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIN1+GRIN2B)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIN1, GRIN2B","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cytoplasm, Late endosome, Lysosome, Cytoskeleton","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasm, Lysosome, Chromosomal rearrangement, Metal-binding, Cytoskeleton, Zinc, Endosome","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2C","Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2C","Glutamate","Glu-SLC1A6_GLS2","GRIN1_GRIN2C","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIN1+GRIN2C)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIN2C, GRIN1","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane, Postsynaptic density","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Magnesium, Intellectual disability, Alternative splicing, Disease variant, Epilepsy, 3D-structure","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2D","Glutamate-Glu-SLC1A6_GLS2_GRIN1_GRIN2D","Glutamate","Glu-SLC1A6_GLS2","GRIN1_GRIN2D","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A6+GLS2) - (GRIN1+GRIN2D)",TRUE,"SLC1A6, GLS2","Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23), Glutaminase","Cell membrane, Mitochondrion","Membrane, Sodium, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Metal-binding, Transmembrane, Transport, Alternative splicing, Amino-acid transport, Potassium, Chloride, Symport, Glycoprotein, Transit peptide, ANK repeat, Hydrolase, Mitochondrion, 3D-structure, Acetylation, Repeat","",TRUE,"GRIN1, GRIN2D","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Methylation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIK1_GRIK4","Glutamate-Glu-SLC1A7_GLS2_GRIK1_GRIK4","Glutamate","Glu-SLC1A7_GLS2","GRIK1_GRIK4","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIK1+GRIK4)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIK1, GRIK4","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIK2_GRIK4","Glutamate-Glu-SLC1A7_GLS2_GRIK2_GRIK4","Glutamate","Glu-SLC1A7_GLS2","GRIK2_GRIK4","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIK2+GRIK4)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIK2, GRIK4","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, 3D-structure, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIK3_GRIK4","Glutamate-Glu-SLC1A7_GLS2_GRIK3_GRIK4","Glutamate","Glu-SLC1A7_GLS2","GRIK3_GRIK4","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIK3+GRIK4)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIK3, GRIK4","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIK1_GRIK5","Glutamate-Glu-SLC1A7_GLS2_GRIK1_GRIK5","Glutamate","Glu-SLC1A7_GLS2","GRIK1_GRIK5","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIK1+GRIK5)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIK5, GRIK1","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, RNA editing, Phosphoprotein, 3D-structure","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIK2_GRIK5","Glutamate-Glu-SLC1A7_GLS2_GRIK2_GRIK5","Glutamate","Glu-SLC1A7_GLS2","GRIK2_GRIK5","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIK2+GRIK5)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIK5, GRIK2","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Intellectual disability, RNA editing, Disease variant, Epilepsy, Phosphoprotein, Isopeptide bond, 3D-structure, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIK3_GRIK5","Glutamate-Glu-SLC1A7_GLS2_GRIK3_GRIK5","Glutamate","Glu-SLC1A7_GLS2","GRIK3_GRIK5","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIK3+GRIK5)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIK3, GRIK5","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, RNA editing, Alternative splicing, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Isopeptide bond, Ubl conjugation","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2A","Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2A","Glutamate","Glu-SLC1A7_GLS2","GRIN1_GRIN2A","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIN1+GRIN2A)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIN1, GRIN2A","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cell projection, Cytoplasmic vesicle membrane, Synapse, Dendritic spine","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasmic vesicle, Cell projection, Chromosomal rearrangement, Metal-binding, Zinc","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2B","Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2B","Glutamate","Glu-SLC1A7_GLS2","GRIN1_GRIN2B","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIN1+GRIN2B)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIN1, GRIN2B","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic density, Postsynaptic cell membrane, Cell membrane, Cytoplasm, Late endosome, Lysosome, Cytoskeleton","Membrane, Intellectual disability, Disulfide bond, Transmembrane, Ion channel, Receptor, Alternative splicing, Ion transport, Glycoprotein, Disease variant, Signal, Reference proteome, Cell membrane, Transmembrane helix, Epilepsy, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, 3D-structure, Magnesium, Cytoplasm, Lysosome, Chromosomal rearrangement, Metal-binding, Cytoskeleton, Zinc, Endosome","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
"Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2C","Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2C","Glutamate","Glu-SLC1A7_GLS2","GRIN1_GRIN2C","","","","","PMID: 24155668;PMID: 31776169;PMID: 32594024","Non-protein Signaling","Glu-(SLC1A7+GLS2) - (GRIN1+GRIN2C)",TRUE,"GLS2, SLC1A7","Glutaminase, Dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23)","Mitochondrion, Photoreceptor inner segment membrane, Synaptic cell membrane","Transit peptide, ANK repeat, Hydrolase, Reference proteome, Mitochondrion, Alternative splicing, 3D-structure, Acetylation, Repeat, Membrane, Cell membrane, Transmembrane helix, Transmembrane, Transport, Synapse, Symport, Glycoprotein","",TRUE,"GRIN2C, GRIN1","Glutamate-gated ion channel (TC 1.A.10.1)","Postsynaptic cell membrane, Cell membrane, Postsynaptic density","Membrane, Disulfide bond, Transmembrane, Ion channel, Receptor, Ion transport, Glycoprotein, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Transport, Calcium, Postsynaptic cell membrane, Ligand-gated ion channel, Synapse, Magnesium, Intellectual disability, Alternative splicing, Disease variant, Epilepsy, 3D-structure","Transporters","Channels;Glutamate;Ligand_gated_ion_channels","","",TRUE,"CellChatDB v2"
